type;fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality;qualitygoodornot
white;6,4;,32;,5;10,7;,047;57;206;,9968;3,08;,6;9,4;5;0
white;6,1;,28;,25;6,9;,056;44;201;,9955;3,19;,4;9,1;6;0
white;5,9;,29;,25;12;,057;48;224;,9981;3,23;,41;9;6;0
white;5,8;,32;,38;4,75;,033;23;94;,991;3,42;,42;11,8;7;1
white;5,8;,32;,38;4,75;,033;23;94;,991;3,42;,42;11,8;7;1
white;5,7;,32;,38;4,75;,033;23;94;,991;3,42;,42;11,8;7;1
white;6,7;,28;,14;1,4;,043;64;159;,992;3,17;,39;10;5;0
white;6,8;,34;,69;1,3;,058;12;171;,9931;3,06;,47;9,7;5;0
white;5,9;,25;,25;11,3;,052;30;165;,997;3,24;,44;9,5;6;0
white;6,4;,27;,32;4,5;,24;61;174;,9948;3,12;,48;9,4;5;0
white;8,1;,46;,31;1,7;,052;50;183;,9923;3,03;,42;11,2;5;0
white;6,2;,36;,26;13,2;,051;54;201;,9976;3,25;,46;9;5;0
white;6,8;,22;,35;5,5;,043;21;114;,9938;3,3;,53;10,7;7;1
white;6,8;,67;,3;13;,29;22;193;,9984;3,08;,67;9;4;0
white;7,2;,28;,3;10,7;,044;61;222;,9972;3,14;,5;9,1;6;0
white;6,7;,17;,37;2;,039;34;125;,9922;3,26;,6;10,8;7;1
white;6,9;,2;,34;1,9;,043;25;136;,9935;3,31;,6;10,1;4;0
white;6,1;,36;,16;6,4;,037;36;198;,9944;3,17;,62;9,9;6;0
white;6;,36;,16;6,3;,036;36;191;,9942;3,17;,62;9,8;5;0
white;5,9;,37;,14;6,3;,036;34;185;,9944;3,17;,63;9,8;5;0
white;7,6;,29;,58;17,5;,041;51;225;,9997;3,16;,66;9,5;6;0
white;6,3;,34;,28;14,7;,047;49;198;,9977;3,23;,46;9,5;5;0
white;6,7;,19;,34;1;,022;22;94;,9912;3,23;,57;11,1;6;0
white;7,5;,31;,51;14,8;,039;62;204;,9982;3,06;,6;9,5;5;0
white;7,5;,31;,51;14,8;,039;62;204;,9982;3,06;,6;9,5;5;0
white;7,4;,31;,48;14,2;,042;62;204;,9983;3,06;,59;9,4;5;0
white;8,4;,4;,7;13,1;,042;29;197;,998;3,06;,64;9,7;5;0
white;5,9;,34;,22;2,4;,03;19;135;,9894;3,41;,78;13,9;7;1
white;6,6;,38;,18;1,2;,042;20;84;,9927;3,22;,45;10,1;4;0
white;6,4;,33;,28;1,1;,038;30;110;,9917;3,12;,42;10,5;6;0
white;5,6;,25;,26;3,6;,037;18;115;,9904;3,42;,5;12,6;6;0
white;8,6;,27;,46;6,1;,032;13;41;,993;2,89;,34;10,9;5;0
white;6,2;,31;,21;6,3;,041;50;218;,9941;3,15;,6;10;5;0
white;7,2;,18;,45;4,4;,046;57;166;,9943;3,13;,62;11,2;6;0
white;7,7;,2;,44;13,9;,05;44;130;,99855;3,11;,48;10;6;0
white;6,2;,47;,21;1;,044;13;98;,99345;3,14;,46;9,2;5;0
white;6,1;,25;,24;12,1;,046;51;172;,998;3,35;,45;9,5;5;0
white;8,2;,27;,43;1,6;,035;31;128;,9916;3,1;,5;12,3;6;0
white;8,2;,27;,43;1,6;,035;31;128;,9916;3,1;,5;12,3;6;0
white;6,4;,31;,39;7,5;,04;57;213;,99475;3,32;,43;10;5;0
white;6;,39;,26;2,7;,038;39;187;,99325;3,41;,5;10,8;6;0
white;6,2;,21;,27;1,7;,038;41;150;,9933;3,49;,71;10,5;7;1
white;7,7;,42;,31;9,2;,048;22;221;,9969;3,06;,61;9,2;6;0
white;7;,27;,41;18,75;,042;34;157;1,0002;2,96;,5;9,1;5;0
white;6,2;,21;,27;1,7;,038;41;150;,9933;3,49;,71;10,5;7;1
white;7,4;,29;,5;1,8;,042;35;127;,9937;3,45;,5;10,2;7;1
white;6,6;,29;,44;9;,053;62;178;,99685;3,02;,45;8,9;5;0
white;6;,3;,44;1,5;,046;15;182;,99455;3,5;,52;10,4;5;0
white;6,9;,31;,34;1,6;,032;23;128;,9917;3,37;,47;11,7;6;0
white;6,6;,33;,31;1,3;,02;29;89;,99035;3,26;,44;12,4;8;1
white;7,8;,3;,4;1,8;,028;23;122;,9914;3,14;,39;10,9;7;1
white;6,4;,39;,21;1,2;,041;35;136;,99225;3,15;,46;10,2;5;0
white;6,4;,24;,31;2,8;,038;41;114;,99155;3,37;,66;11,7;7;1
white;7;,21;,34;8;,057;19;101;,9954;2,99;,59;9,4;5;0
white;6,4;,16;,31;5,3;,043;42;157;,99455;3,35;,47;10,5;5;0
white;6;,33;,27;,8;,185;12;188;,9924;3,12;,62;9,4;5;0
white;6,5;,23;,33;13,8;,042;25;139;,99695;3,35;,56;10,4;6;0
white;6,2;,25;,48;10;,044;78;240;,99655;3,25;,47;9,5;6;0
white;8,8;,28;,45;6;,022;14;49;,9934;3,01;,33;11,1;7;1
white;6,6;,25;,3;14,4;,052;40;183;,998;3,02;,5;9,1;6;0
white;6,9;,38;,25;9,8;,04;28;191;,9971;3,28;,61;9,2;5;0
white;6,4;,25;,3;5,5;,038;15;129;,9948;3,14;,49;9,6;6;0
white;6,6;,25;,3;14,4;,052;40;183;,998;3,02;,5;9,1;6;0
white;6,9;,38;,25;9,8;,04;28;191;,9971;3,28;,61;9,2;5;0
white;7,1;,21;,31;3,8;,021;40;142;,99215;3,17;,39;10,8;7;1
white;6,4;,25;,3;5,5;,038;15;129;,9948;3,14;,49;9,6;6;0
white;6,9;,39;,4;4,6;,022;5;19;,9915;3,31;,37;12,6;3;0
white;5,8;,2;,3;1,5;,031;21;57;,99115;3,44;,55;11;6;0
white;7;,2;,37;2;,03;26;136;,9932;3,28;,61;10,2;6;0
white;5,9;,26;,25;12,5;,034;38;152;,9977;3,33;,43;9,4;5;0
white;7,4;,38;,27;7,5;,041;24;160;,99535;3,17;,43;10;5;0
white;7,4;,2;1,66;2,1;,022;34;113;,99165;3,26;,55;12,2;6;0
white;7;,21;,34;8,5;,033;31;253;,9953;3,22;,56;10,5;6;0
white;7,2;,29;,4;7,6;,024;56;177;,9928;3,04;,32;11,5;6;0
white;6,9;,18;,38;8,1;,049;44;176;,9958;3,3;,54;9,8;6;0
white;7,3;,3;,42;7,35;,025;51;175;,9928;3,04;,32;11,4;6;0
white;7,2;,29;,4;7,6;,024;56;177;,9928;3,04;,32;11,5;6;0
white;6,9;,2;,5;10;,036;78;167;,9964;3,15;,55;10,2;6;0
white;6,7;,2;,42;14;,038;83;160;,9987;3,16;,5;9,4;6;0
white;7;,21;,34;8,5;,033;31;253;,9953;3,22;,56;10,5;6;0
white;5,9;,35;,47;2,2;,11;14;138;,9932;3,09;,5;9,1;5;0
white;7,1;,28;,44;1,8;,032;32;107;,9907;3,25;,48;12,2;7;1
white;5,8;,25;,28;11,1;,056;45;175;,99755;3,42;,43;9,5;5;0
white;6,8;,22;,37;15,2;,051;68;178;,99935;3,4;,85;9,3;6;0
white;7,1;,14;,4;1,2;,051;55;136;,9932;3,3;,96;9,8;7;1
white;7,1;,13;,4;1,2;,047;54;134;,9932;3,3;,97;9,8;7;1
white;6,9;,18;,38;8,1;,049;44;176;,9958;3,3;,54;9,8;6;0
white;7;,2;,38;8,1;,05;42;173;,99585;3,3;,54;9,8;6;0
white;6,8;,24;,49;19,3;,057;55;247;1,00055;3;,56;8,7;5;0
white;5;,44;,04;18,6;,039;38;128;,9985;3,37;,57;10,2;6;0
white;6,3;,3;,28;5;,042;36;168;,99505;3,22;,69;9,5;6;0
white;7,2;,27;,42;1,6;,05;35;135;,992;2,94;,46;11;6;0
white;6,7;,5;,63;13,4;,078;81;238;,9988;3,08;,44;9,2;5;0
white;6,8;,2;,36;1,6;,028;7;46;,99175;3,21;,6;10,9;6;0
white;6,7;,11;,34;8,8;,043;41;113;,9962;3,42;,4;9,3;7;1
white;6,7;,11;,34;8,8;,043;41;113;,9962;3,42;,4;9,3;7;1
white;6,8;,12;,31;5,2;,045;29;120;,9942;3,41;,46;9,8;7;1
white;6,6;,16;,57;1,1;,13;58;140;,9927;3,12;,39;9,3;7;1
white;6,6;,21;,6;1,1;,135;61;144;,9927;3,12;,39;9,3;7;1
white;6,1;,27;,3;16,7;,039;49;172;,99985;3,4;,45;9,4;5;0
white;9,1;,27;,45;10,6;,035;28;124;,997;3,2;,46;10,4;9;1
white;6,4;,225;,48;2,2;,115;29;104;,9918;3,24;,58;12,1;6;0
white;8,3;,14;,45;1,5;,039;18;98;,99215;3,02;,56;11;6;0
white;7,2;,23;,19;13,7;,052;47;197;,99865;3,12;,53;9;5;0
white;6,9;,22;,37;15;,053;59;178;,9992;3,37;,82;9,5;7;1
white;8,1;,17;,44;14,1;,053;43;145;1,0006;3,28;,75;8,8;8;1
white;6;,395;0;1,4;,042;7;55;,99135;3,37;,38;11,2;4;0
white;7,8;,29;,22;9,5;,056;44;213;,99715;3,08;,61;9,3;6;0
white;6,9;,22;,37;15;,053;59;178;,9992;3,37;,82;9,5;7;1
white;8,1;,17;,44;14,1;,053;43;145;1,0006;3,28;,75;8,8;8;1
white;7,2;,23;,19;13,7;,052;47;197;,99865;3,12;,53;9;5;0
white;7,6;,3;,27;10,6;,039;31;119;,99815;3,27;,3;9,3;6;0
white;7,7;,34;,28;11;,04;31;117;,99815;3,27;,29;9,2;6;0
white;7,7;,34;,28;11;,04;31;117;,99815;3,27;,29;9,2;6;0
white;5,8;,34;,16;7;,037;26;116;,9949;3,46;,45;10;7;1
white;7,6;,3;,27;10,6;,039;31;119;,99815;3,27;,3;9,3;6;0
white;7,7;,34;,28;11;,04;31;117;,99815;3,27;,29;9,2;6;0
white;5,9;,24;,3;2;,033;28;92;,99225;3,39;,69;10,9;7;1
white;6,4;,46;,08;4,9;,046;34;144;,99445;3,1;,56;10;5;0
white;5,9;,24;,3;2;,033;28;92;,99225;3,39;,69;10,9;7;1
white;7,4;,32;,27;1,4;,049;38;173;,99335;3,03;,52;9,3;5;0
white;7,2;,31;,26;7,3;,05;37;157;,99625;3,09;,43;9;5;0
white;7,8;,42;,23;8,8;,054;42;215;,9971;3,02;,58;9,2;6;0
white;6,9;,24;,33;12,5;,046;47;153;,9983;3,28;,77;9,6;6;0
white;5,4;,18;,24;4,8;,041;30;113;,99445;3,42;,4;9,4;6;0
white;6;,18;,31;1,4;,036;14;75;,99085;3,34;,58;11,1;8;1
white;7,8;,27;,58;11,2;,036;44;161;,9977;3,06;,41;8,9;6;0
white;6;,28;,49;6,8;,048;61;222;,9953;3,19;,47;9,3;5;0
white;6,8;,39;,35;11,6;,044;57;220;,99775;3,07;,53;9,3;5;0
white;6,6;,21;,31;11,4;,039;46;165;,99795;3,41;,44;9,8;7;1
white;7,3;,32;,34;6,6;,032;24;112;,99505;3,22;,46;9,8;6;0
white;7,8;,27;,58;11,2;,036;44;161;,9977;3,06;,41;8,9;6;0
white;6,4;,31;,26;13,2;,046;57;205;,9975;3,17;,41;9,6;5;0
white;6,2;,29;,26;13,1;,046;55;204;,99745;3,16;,41;9,6;6;0
white;6;,39;,17;12;,046;65;246;,9976;3,15;,38;9;6;0
white;6,2;,3;,26;13,4;,046;57;206;,99775;3,17;,43;9,5;6;0
white;6;,28;,49;6,8;,048;61;222;,9953;3,19;,47;9,3;5;0
white;6;,41;,05;1,5;,063;17;120;,9932;3,21;,56;9,2;6;0
white;6,4;,35;,28;1,1;,055;9;160;,99405;3,42;,5;9,1;7;1
white;6,5;,26;,32;16,5;,045;44;166;1;3,38;,46;9,5;6;0
white;7,9;,35;,24;15,6;,072;44;229;,99785;3,03;,59;10,5;6;0
white;6,2;,3;,17;2,8;,04;24;125;,9939;3,01;,46;9;5;0
white;8,4;,18;,42;5,1;,036;7;77;,9939;3,16;,52;11,7;5;0
white;6,6;,56;,22;8,9;,034;27;133;,99675;3,2;,51;9,1;5;0
white;6,2;,3;,17;2,8;,04;24;125;,9939;3,01;,46;9;5;0
white;6,6;,56;,22;8,9;,034;27;133;,99675;3,2;,51;9,1;5;0
white;6,6;,36;,29;1,6;,021;24;85;,98965;3,41;,61;12,4;9;1
white;7,3;,655;,2;10,2;,071;28;212;,9971;2,96;,58;9,2;6;0
white;6,8;,18;,21;5,4;,053;34;104;,99445;3,3;,43;9,4;5;0
white;6,7;,19;,23;6,2;,047;36;117;,9945;3,34;,43;9,6;6;0
white;8,4;,18;,42;5,1;,036;7;77;,9939;3,16;,52;11,7;5;0
white;7;,21;,37;7,2;,042;36;167;,9958;3,26;,56;9,8;6;0
white;6,8;,25;,38;8,1;,046;24;155;,9956;3,33;,59;10,2;6;0
white;7,4;,24;,36;2;,031;27;139;,99055;3,28;,48;12,5;9;0
white;7,1;,16;,36;10,7;,044;20;90;,9959;3,16;,44;10,9;7;1
white;7,1;,16;,36;1,2;,043;21;90;,9925;3,16;,42;11;7;1
white;7,3;,205;,31;1,7;,06;34;110;,9963;3,72;,69;10,5;6;0
white;7,4;,17;,4;5,5;,037;34;161;,9935;3,05;,62;11,5;4;0
white;7,3;,3;,34;2,7;,044;34;108;,99105;3,36;,53;12,8;8;1
white;6,9;,25;,34;1,3;,035;27;82;,99045;3,18;,44;12,2;6;0
white;7,3;,205;,31;1,7;,06;34;110;,9963;3,72;,69;10,5;6;0
white;7,5;,42;,34;4,3;,04;34;108;,99155;3,14;,45;12,8;8;1
white;7,3;,25;,36;2,1;,034;30;177;,99085;3,25;,4;11,9;8;1
white;7,3;,25;,36;2,1;,034;30;177;,99085;3,25;,4;11,9;8;1
white;7,3;,25;,36;2,1;,034;30;177;,99085;3,25;,4;11,9;8;1
white;7,5;,34;,35;6;,034;12;126;,9924;3,16;,39;12;7;1
white;7,6;,33;,35;6,3;,036;12;126;,9924;3,16;,39;12;7;1
white;8,7;,23;,32;13,4;,044;35;169;,99975;3,12;,47;8,8;7;1
white;8,7;,23;,32;13,4;,044;35;169;,99975;3,12;,47;8,8;7;1
white;6,9;,19;,35;1,7;,036;33;101;,99315;3,21;,54;10,8;7;1
white;7,3;,21;,29;1,6;,034;29;118;,9917;3,3;,5;11;8;1
white;7,3;,21;,29;1,6;,034;29;118;,9917;3,3;,5;11;8;1
white;6,6;,22;,37;15,4;,035;62;153;,99845;3,02;,4;9,3;5;0
white;9,2;,34;,27;1,2;,026;17;73;,9921;3,08;,39;10,8;5;0
white;8,7;,23;,32;13,4;,044;35;169;,99975;3,12;,47;8,8;7;1
white;6;,2;,24;1,8;,03;30;105;,9909;3,31;,47;11,5;6;0
white;6,9;,19;,35;1,7;,036;33;101;,99315;3,21;,54;10,8;7;1
white;8,2;,38;,49;13,6;,042;58;166;,99855;3,1;,54;9,4;5;0
white;6,9;,18;,36;1,3;,036;40;117;,9934;3,27;,95;9,5;7;1
white;7,7;,34;,58;11,1;,039;41;151;,9978;3,06;,49;8,6;5;0
white;6,9;,18;,36;1,3;,036;40;117;,9934;3,27;,95;9,5;7;1
white;7,4;,2;,35;2,1;,038;30;116;,9949;3,49;,77;10,3;7;1
white;8,2;,38;,49;13,6;,042;58;166;,99855;3,1;,54;9,4;5;0
white;8,2;,4;,48;13,7;,042;59;169;,9986;3,1;,52;9,4;5;0
white;6,7;,22;,39;10,2;,038;60;149;,99725;3,17;,54;10;7;1
white;6,6;,3;,3;4,8;,17;60;166;,9946;3,18;,47;9,4;5;0
white;8,1;,27;,35;1,7;,03;38;103;,99255;3,22;,63;10,4;8;1
white;7,3;,25;,42;14,2;,041;57;182;,9996;3,29;,75;9,1;7;1
white;4,8;,34;0;6,5;,028;33;163;,9939;3,36;,61;9,9;6;0
white;6,2;,28;,33;1,7;,029;24;111;,99;3,24;,5;12,1;6;0
white;4,8;,33;0;6,5;,028;34;163;,9937;3,35;,61;9,9;5;0
white;6,1;,27;,33;2,2;,021;26;117;,9886;3,12;,3;12,5;6;0
white;6,9;,18;,36;1,3;,036;40;117;,9934;3,27;,95;9,5;7;1
white;7,8;,18;,46;12,6;,042;41;143;1;3,24;,76;8,5;8;1
white;7,3;,28;,42;14,4;,04;49;173;,9994;3,28;,82;9;7;1
white;7,3;,24;,29;1,2;,037;37;97;,9926;3,19;,7;10,1;6;0
white;6;,45;,65;9,7;,08;11;159;,9956;3,04;,48;9,4;5;0
white;7,7;,34;,58;11,1;,039;41;151;,9978;3,06;,49;8,6;5;0
white;6,3;,26;,21;4;,03;24;125;,9915;3,06;,34;10,7;6;0
white;10,3;,17;,47;1,4;,037;5;33;,9939;2,89;,28;9,6;3;0
white;7,7;,15;,29;1,3;,029;10;64;,9932;3,35;,39;10,1;5;0
white;7,1;,21;,32;2,2;,037;28;141;,993;3,2;,57;10;7;1
white;6,9;,36;,34;4,2;,018;57;119;,9898;3,28;,36;12,7;9;1
white;6;,28;,34;1,6;,119;33;104;,9921;3,19;,38;10,2;6;0
white;6,2;,16;,54;1,4;,126;37;110;,9932;3,23;,37;8,9;6;0
white;6,9;,12;,36;2,2;,037;18;111;,9919;3,41;,82;11,9;8;1
white;7,1;,21;,32;2,2;,037;28;141;,993;3,2;,57;10;7;1
white;8,8;,36;,44;1,9;,04;9;121;,9953;3,19;,48;9,9;6;0
white;7,4;,26;,43;6;,022;22;125;,9928;3,13;,55;11,5;6;0
white;7,4;,26;,43;6;,022;22;125;,9928;3,13;,55;11,5;6;0
white;6,8;,23;,29;12,2;,035;38;236;,9976;3,35;,52;9,8;6;0
white;6,1;,34;,27;2,6;,024;20;105;,9906;3,4;,67;12,2;7;1
white;7,3;,26;,31;1,6;,04;39;173;,9918;3,19;,51;11,4;6;0
white;6,5;,3;,32;2;,044;34;90;,99185;3,37;,68;11;7;1
white;7,3;,26;,31;1,6;,04;39;173;,9918;3,19;,51;11,4;6;0
white;6,5;,3;,32;2;,044;34;90;,99185;3,37;,68;11;7;1
white;5;,31;0;6,4;,046;43;166;,994;3,3;,63;9,9;6;0
white;5,8;,26;,18;1,2;,031;40;114;,9908;3,42;,4;11;7;1
white;5,9;,26;,3;1;,036;38;114;,9928;3,58;,48;9,4;5;0
white;7;,31;,29;1,4;,037;33;128;,9896;3,12;,36;12,2;7;1
white;5,8;,26;,18;1,2;,031;40;114;,9908;3,42;,4;11;7;1
white;5,6;,19;,39;1,1;,043;17;67;,9918;3,23;,53;10,3;6;0
white;6,8;,18;,28;8,7;,047;52;242;,9952;3,22;,53;10,5;6;0
white;7;,29;,26;1,6;,044;12;87;,9923;3,08;,46;10,5;6;0
white;6,6;,26;,29;1,4;,039;13;67;,9915;3,05;,49;10,9;6;0
white;6,8;,18;,28;8,5;,047;52;242;,9952;3,22;,53;10,5;6;0
white;6,6;,2;,38;7,9;,052;30;145;,9947;3,32;,56;11;7;1
white;8;,29;,29;13,2;,046;26;113;,9983;3,25;,37;9,7;6;0
white;6,1;,28;,35;12,8;,048;63;229;,9975;3,08;,4;8,9;5;0
white;5,9;,31;,3;7,7;,047;60;206;,995;3,2;,39;9,6;6;0
white;6,9;,21;,28;2,4;,056;49;159;,9944;3,02;,47;8,8;8;1
white;8,4;,19;,42;1,6;,047;9;101;,994;3,06;,65;11,1;4;0
white;8,3;,27;,45;1,3;,048;8;72;,9944;3,08;,61;10,3;4;0
white;7,1;,25;,39;2,1;,036;30;124;,9908;3,28;,43;12,2;8;1
white;8;,23;,37;9,6;,054;23;159;,99795;3,32;,47;9,8;4;0
white;7,5;,24;,31;13;,049;46;217;,9985;3,08;,53;8,8;5;0
white;6,3;,33;,2;5,8;,04;24;144;,99425;3,15;,63;9,9;5;0
white;6,2;,33;,19;5,6;,042;22;143;,99425;3,15;,63;9,9;5;0
white;6,3;,34;,19;5,8;,041;22;145;,9943;3,15;,63;9,9;5;0
white;5,8;,29;,05;,8;,038;11;30;,9924;3,36;,35;9,2;5;0
white;8;,32;,26;1,2;,05;11,5;88;,9946;3,24;,37;9,5;4;0
white;5,6;,29;,05;,8;,038;11;30;,9924;3,36;,35;9,2;5;0
white;7,4;,13;,39;4,7;,042;36;137;,995;3,36;,56;10,3;7;1
white;7,7;,3;,32;1,6;,037;23;124;,9919;2,93;,33;11;6;0
white;7;,24;,34;1,4;,031;27;107;,99;3,06;,39;11,9;6;0
white;8,6;,18;,4;1,1;,04;20;107;,9923;2,94;,32;10,2;7;1
white;7;,11;,32;4,6;,057;59;144;,9956;3,55;,44;9,4;7;1
white;7,7;,32;,62;10,6;,036;56;153;,9978;3,13;,44;8,9;6;0
white;7,7;,32;,62;10,6;,036;56;153;,9978;3,13;,44;8,9;6;0
white;6,5;,26;,27;12,9;,044;69;215;,9967;3,17;,43;10;6;0
white;7,9;,28;,41;2;,044;50;152;,9934;3,45;,49;10,7;8;1
white;6,3;,27;,23;2,9;,047;13;100;,9936;3,28;,43;9,8;5;0
white;5,4;,595;,1;2,8;,042;26;80;,9932;3,36;,38;9,3;5;0
white;6,7;,25;,33;2,9;,057;52;173;,9934;3,02;,48;9,5;7;1
white;6,5;,25;,35;12;,055;47;179;,998;3,58;,47;10;5;0
white;6,1;,36;,58;15;,044;42;115;,9978;3,15;,51;9;5;0
white;7,7;,17;,52;5,9;,017;21;84;,9929;3,14;,4;11,9;7;1
white;6,4;,26;,43;12,6;,033;64;230;,9974;3,08;,38;8,9;5;0
white;6,5;,26;,28;12,5;,046;80;225;,99685;3,18;,41;10;6;0
white;5,9;,29;,33;7,4;,037;58;205;,99495;3,26;,41;9,6;5;0
white;6,2;,28;,43;13;,039;64;233;,99745;3,08;,38;8,9;5;0
white;6,1;,27;,44;6,7;,041;61;230;,99505;3,12;,4;8,9;5;0
white;6,4;,43;,32;1,4;,048;10;67;,992;3,08;,41;11,4;5;0
white;6,1;,36;,58;15;,044;42;115;,9978;3,15;,51;9;5;0
white;6,2;,35;,29;7,3;,044;56;244;,9956;3,36;,55;10;6;0
white;7,7;,24;,29;15,3;,044;39;194;,9982;3,06;,47;9,6;7;1
white;6,2;,34;,28;7,5;,034;40;197;,99485;3,14;,6;9,7;5;0
white;6,3;,27;,46;11,75;,037;61;212;,9971;3,25;,53;9,5;6;0
white;5,4;,415;,19;1,6;,039;27;88;,99265;3,54;,41;10;7;1
white;6,9;,48;,36;3,5;,03;31;135;,9904;3,14;,38;12,2;7;1
white;6,5;,18;,33;8;,051;16;131;,9965;3,28;,44;8,7;7;1
white;6,7;,15;,29;5;,058;28;105;,9946;3,52;,44;10,2;7;1
white;8,2;,345;1;18,2;,047;55;205;,99965;2,96;,43;9,6;5;0
white;8,5;,16;,35;1,6;,039;24;147;,9935;2,96;,36;10;5;0
white;6,8;,705;,25;3,2;,048;10;57;,996;3,36;,52;9,5;4;0
white;7,3;,25;,39;6,4;,034;8;84;,9942;3,18;,46;11,5;5;0
white;7,6;,345;,26;1,9;,043;15;134;,9936;3,08;,38;9,5;5;0
white;7,6;,22;,34;9,7;,035;26;143;,9965;3,08;,49;9,8;6;0
white;6,5;,17;,33;1,4;,028;14;99;,9928;3,23;,55;10,1;6;0
white;8,2;,23;,37;1,3;,042;39;117;,9928;2,99;,36;10;5;0
white;7,6;,22;,34;9,7;,035;26;143;,9965;3,08;,49;9,8;6;0
white;7,6;,345;,26;1,9;,043;15;134;,9936;3,08;,38;9,5;5;0
white;7,5;,32;,26;1,8;,042;13;133;,9938;3,07;,38;9,5;5;0
white;6,6;,23;,32;,9;,041;25;79;,9926;3,39;,54;10,2;7;1
white;6,6;,2;,32;1,1;,039;25;78;,9926;3,39;,54;10,2;7;1
white;7,3;,24;,34;15,4;,05;38;174;,9983;3,03;,42;9;6;0
white;7,3;,24;,34;15,4;,05;38;174;,9983;3,03;,42;9;6;0
white;8;,42;,36;5;,037;34;101;,992;3,13;,57;12,3;7;1
white;7,3;,24;,34;15,4;,05;38;174;,9983;3,03;,42;9;6;0
white;6,1;,19;,25;4;,023;23;112;,9923;3,37;,51;11,6;6;0
white;5,9;,26;,21;12,5;,034;36;152;,9972;3,28;,43;9,5;6;0
white;8,3;,23;,43;3,2;,035;14;101;,9928;3,15;,36;11,5;5;0
white;6,5;,34;,28;1,8;,041;43;188;,9928;3,13;,37;9,6;6;0
white;6,8;,22;,35;17,5;,039;38;153;,9994;3,24;,42;9;6;0
white;6,5;,08;,33;1,9;,028;23;93;,991;3,34;,7;12;7;1
white;5,5;,42;,09;1,6;,019;18;68;,9906;3,33;,51;11,4;7;1
white;5,1;,42;,01;1,5;,017;25;102;,9894;3,38;,36;12,3;7;1
white;6;,27;,19;1,7;,02;24;110;,9898;3,32;,47;12,6;7;1
white;6,8;,22;,35;17,5;,039;38;153;,9994;3,24;,42;9;6;0
white;6,5;,08;,33;1,9;,028;23;93;,991;3,34;,7;12;7;1
white;7,1;,13;,38;1,8;,046;14;114;,9925;3,32;,9;11,7;6;0
white;7,6;,3;,25;4,3;,054;22;111;,9956;3,12;,49;9,2;5;0
white;6,6;,13;,3;4,9;,058;47;131;,9946;3,51;,45;10,3;6;0
white;6,5;,14;,33;7,6;,05;53;189;,9966;3,25;,49;8,6;5;0
white;7,7;,28;,33;6,7;,037;32;155;,9951;3,39;,62;10,7;7;1
white;6;,2;,71;1,6;,15;10;54;,9927;3,12;,47;9,8;5;0
white;6;,19;,71;1,5;,152;9;55;,9927;3,12;,46;9,8;6;0
white;7,7;,28;,33;6,7;,037;32;155;,9951;3,39;,62;10,7;7;1
white;5,1;,39;,21;1,7;,027;15;72;,9894;3,5;,45;12,5;6;0
white;5,7;,36;,34;4,2;,026;21;77;,9907;3,41;,45;11,9;6;0
white;6,9;,19;,33;1,6;,043;63;149;,9925;3,44;,52;10,8;5;0
white;6;,41;,21;1,9;,05;29;122;,9928;3,42;,52;10,5;6;0
white;7,4;,28;,3;5,3;,054;44;161;,9941;3,12;,48;10,3;6;0
white;7,4;,3;,3;5,2;,053;45;163;,9941;3,12;,45;10,3;6;0
white;6,9;,19;,33;1,6;,043;63;149;,9925;3,44;,52;10,8;5;0
white;7,7;,28;,39;8,9;,036;8;117;,9935;3,06;,38;12;7;1
white;8,6;,16;,38;3,4;,04;41;143;,9932;2,95;,39;10,2;6;0
white;8,2;,26;,44;1,3;,046;7;69;,9944;3,14;,62;10,2;4;0
white;6,5;,25;,27;15,2;,049;75;217;,9972;3,19;,39;9,9;5;0
white;7;,24;,18;1,3;,046;9;62;,994;3,38;,47;10,1;4;0
white;8,6;,18;,36;1,8;,04;24;187;,9956;3,25;,55;9,5;6;0
white;7,8;,27;,34;1,6;,046;27;154;,9927;3,05;,45;10,5;6;0
white;6;,26;,34;1,3;,046;6;29;,9924;3,29;,63;10,4;5;0
white;6,1;,24;,27;9,8;,062;33;152;,9966;3,31;,47;9,5;6;0
white;8;,24;,3;17,45;,056;43;184;,9997;3,05;,5;9,2;6;0
white;7,6;,21;,6;2,1;,046;47;165;,9936;3,05;,54;10,1;7;1
white;8;,19;,36;1,8;,05;16;84;,9936;3,15;,45;9,8;7;1
white;6,4;,28;,41;6,8;,045;61;216;,9952;3,09;,46;9,4;5;0
white;6,4;,28;,43;7,1;,045;60;221;,9952;3,09;,45;9,4;6;0
white;6,9;,24;,39;1,3;,063;18;136;,9928;3,31;,48;10,4;7;1
white;5,8;,36;,26;3,3;,038;40;153;,9911;3,34;,55;11,3;6;0
white;6,6;,18;,28;3,3;,044;18;91;,993;3,42;,64;10,8;6;0
white;5,8;,36;,26;3,3;,038;40;153;,9911;3,34;,55;11,3;6;0
white;5,1;,52;,06;2,7;,052;30;79;,9932;3,32;,43;9,3;5;0
white;6,6;,22;,37;1,2;,059;45;199;,993;3,37;,55;10,3;7;1
white;8,3;,15;,39;1,3;,055;32;146;,993;3,08;,39;10,5;6;0
white;7,6;,16;,44;1,4;,043;25;109;,9932;3,11;,75;10,3;6;0
white;7,7;,16;,41;1,7;,048;60;173;,9932;3,24;,66;11,2;7;1
